RefID,Author,Paper Title,Journal,Year,Approach,BMP Group (NRCS),BMP Group ID ,Group Explanation/Details,BMP Activity (Paper),Activity Explanation/Details,Country,State,Ecoregion ,Ecoregion ID,Physiographic Province,Threat Type,Threat,Alteration Type,Alteration,Lab or Field,Life stage,Response Metric,Specific Taxa/Group,Measurement Type,Assessment Resolution,Metric Category,Level of Ecological Organization,Units,Water body,Site Type ,Treatments,Total Sites,Sites/Treatment (N) ,Samples Taken/Site,Total Samples/treatment,Statistical Analysis,Direction of Effect,Effect,Raw values for non-BMP,Raw Values for BMP,Raw Values for Reference,Mean values for non-BMP,Mean Values for BMP,Mean Values for Reference,Standard Error,Reference SE,Standard Deviation,Reference SD,P-values,Take home point,Notes
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Ratio SC/CF,Benthic Macroinvertebrates,Relative Abundance,Compositional,FFG,Community,Proportion,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,% Dominant Taxa,Benthic Macroinvertebrates,Relative Abundance,Compositional,Dominance,Community,%,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,EPT Richness,EPT,Richness,Compositional,Taxonomic,Family,#Taxa,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Ratio SH/Total Number,Shredders,Relative Abundance,Compositional,FFG,Community,Proportion,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Family Richness,Benthic Macroinvertebrates,Richness,Aggregate,Taxonomic,Family,#Taxa,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,BIBI,Benthic Macroinvertebrates,Diversity,Aggregate,Taxonomic,Community,NA,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Ratio SC/CF,Benthic Macroinvertebrates,Relative Abundance,Compositional,FFG,Community,Proportion,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,% Dominant Taxa,Benthic Macroinvertebrates,Relative Abundance,Compositional,Dominance,Community,%,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,EPT Richness,EPT,Richness,Compositional,Taxonomic,Family,#Taxa,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Ratio SH/Total Number,Shredders,Relative Abundance,Compositional,FFG,Community,Proportion,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Family Richness,Benthic Macroinvertebrates,Richness,Aggregate,Taxonomic,Family,#Taxa,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,BIBI,Benthic Macroinvertebrates,Diversity,Aggregate,Taxonomic,Community,NA,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Ratio SC/CF,Benthic Macroinvertebrates,Relative Abundance,Compositional,FFG,Community,Proportion,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,% Dominant Taxa,Benthic Macroinvertebrates,Relative Abundance,Compositional,Dominance,Community,%,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,EPT Richness,EPT,Richness,Compositional,Taxonomic,Family,#Taxa,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Ratio SH/Total Number,Shredders,Relative Abundance,Compositional,FFG,Community,Proportion,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Family Richness,Benthic Macroinvertebrates,Richness,Aggregate,Taxonomic,Family,#Taxa,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,BIBI,Benthic Macroinvertebrates,Diversity,Aggregate,Taxonomic,Community,NA,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Ratio SC/CF,Benthic Macroinvertebrates,Relative Abundance,Compositional,FFG,Community,Proportion,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,% Dominant Taxa,Benthic Macroinvertebrates,Relative Abundance,Compositional,Dominance,Community,%,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,EPT Richness,EPT,Richness,Compositional,Taxonomic,Family,#Taxa,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Ratio SH/Total Number,Shredders,Relative Abundance,Compositional,FFG,Community,Proportion,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Family Richness,Benthic Macroinvertebrates,Richness,Aggregate,Taxonomic,Family,#Taxa,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,BIBI,Benthic Macroinvertebrates,Diversity,Aggregate,Taxonomic,Community,NA,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Ratio SC/CF,Benthic Macroinvertebrates,Relative Abundance,Compositional,FFG,Community,Proportion,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,% Dominant Taxa,Benthic Macroinvertebrates,Relative Abundance,Compositional,Dominance,Community,%,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,EPT Richness,EPT,Richness,Compositional,Taxonomic,Family,#Taxa,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
8,Adams et al ,EffectivenessMonitoring of Silvicultural BestManagement Practicesin South Carolina,,1995,RapidBioassessmePnrtotocols(RBPs)wereevaluatedfor useinmonitoringtheeffectiveness ofsilviculturaBlestManagemenPtractices(BMPs)on27harvestedsitesinSouthCarolin,Streambank and Shoreline Protection,8,NA,combined silviculture BMPs,NA,US ,SC,NA,NA,NA,Agriculture,Silviculture ,deforestation,timber harvesting,Field ,All Life Stages,Ratio SH/Total Number,Shredders,Relative Abundance,Compositional,FFG,Community,Proportion,Stream,Stream Reach ,2,27,17,1,17,Chi-square,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EffectivenesmsonitoringofBMPs,usingstreamhabitat managementForestryandfisheryinteractionsS,alo,EO, andTW Cundy(eds.)I.nstituteofFor.Resour.U,niversityofWashingtonS,eattle CULPJ,.M.1988.TheeffectsofstreambankclearcuttingonthebenthlC",
9,Barker et al ,USE OF MARYLAND BIOLOGICAL STREAM SURVEY DATA TO DETERMINE EFFECTS OF AGRICULTURAL RIPARIAN BUFFERS ON MEASURES OF BIOLOGICAL STREAM HEALTH,Environmental Montiroing and Assessment ,2006,determine the importance of riparian buffers to stream ecology in agricultural areas.,Riparian Forest Buffer,1,An area predominantly trees and/or shrubs located adjacent to and up-gradient from watercourses or water bodies.,Forest Buffer,NA,US ,MD,NA,NA,CP/PE,Agriculture ,Row Crop,Riparian degredation,Decreased riparian vegetation,Database,All Life Stages,BIBI,Benthic Macroinvertebrates,Diversity,Aggregate,Taxonomic,Community,NA,Stream,Stream,NA,NA,NA,NA,NA,multiple linear regression,Positive,0.164303051,NA,NA,NA,2.8,3.3,NA,NA,NA,NA,NA,NA,implemen- tationofBMPsduringharvestingoperationswassufficienftor theprotectionofthewaterqualityofassociated streams,
